,adexchange_1,adexchange_2,adexchange_3,adexchange_4,adexchange_null,advertiser,browser_chrome,browser_firefox,browser_ie,browser_maxthon,browser_opera,browser_other,browser_safari,browser_theworld,city,hour,os_android,os_ios,os_linux,os_mac,os_other,os_windows,region,slotformat_0,slotformat_1,slotformat_5,slotformat_Na,slotheight,slotprice,slotvisibility_0,slotvisibility_1,slotvisibility_2,slotvisibility_255,slotvisibility_FifthView,slotvisibility_FirstView,slotvisibility_FourthView,slotvisibility_Na,slotvisibility_OtherView,slotvisibility_SecondView,slotvisibility_ThirdView,slotwidth,weekday
930104,1,0,0,0,0,2261,1,0,0,0,0,0,0,0,254,14,0,0,0,0,0,1,253,0,0,0,1,200,0,0,0,0,0,0,0,0,0,0,1,0,200,4
930123,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,28,17,0,0,0,0,0,1,27,0,0,0,1,250,4,0,0,0,0,0,0,0,0,1,0,0,300,3
930135,0,1,0,0,0,3358,1,0,0,0,0,0,0,0,275,16,0,0,0,0,0,1,275,1,0,0,0,200,5,0,1,0,0,0,0,0,0,0,0,0,200,1
930390,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,97,19,0,0,0,0,0,1,94,1,0,0,0,250,5,1,0,0,0,0,0,0,0,0,0,0,250,1
930573,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,79,20,0,0,0,0,0,1,79,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
930582,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,57,21,0,0,0,0,0,1,55,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,5
930748,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,1,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
930769,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,156,18,0,0,0,0,0,1,146,0,0,1,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,4
930885,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,1,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,5
930919,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,219,0,0,0,0,0,0,1,216,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,950,1
931073,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,56,8,0,0,0,0,0,1,55,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,4
931248,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,195,17,0,0,0,0,0,1,183,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,6
931307,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,212,11,0,0,0,0,0,1,201,1,0,0,0,250,74,1,0,0,0,0,0,0,0,0,0,0,300,3
931358,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,165,12,0,0,0,0,0,1,164,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,4
931408,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,241,6,0,0,0,0,0,1,238,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
931415,1,0,0,0,0,3358,0,0,0,0,0,0,1,0,394,1,0,0,0,1,0,0,394,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
931552,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,46,5,0,0,0,0,0,1,40,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
931574,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,148,17,0,0,0,0,0,1,146,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,3
931644,1,0,0,0,0,2259,0,1,0,0,0,0,0,0,219,16,0,0,0,0,0,1,216,0,0,0,1,280,0,0,0,0,0,0,0,0,1,0,0,0,336,5
931649,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,239,0,0,0,0,0,0,1,238,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,4
931702,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,114,19,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
931709,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,224,5,0,0,0,0,0,1,216,0,0,0,1,600,5,0,0,0,0,0,0,0,0,1,0,0,120,5
931753,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,130,21,0,0,0,0,0,1,124,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
931766,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,192,15,0,0,0,0,0,1,183,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,4
931838,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,77,14,0,0,0,0,0,1,65,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,0
931912,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,233,9,0,0,0,0,0,1,216,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,0
931936,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,321,20,0,0,0,0,0,1,308,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,1
931960,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,393,17,0,0,0,0,0,1,393,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,2
932131,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,9,15,0,0,0,0,0,1,3,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
932268,0,1,0,0,0,2261,1,0,0,0,0,0,0,0,233,10,0,0,0,0,0,1,216,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,250,4
932276,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,141,13,0,0,0,0,0,1,134,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
932289,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,394,18,0,0,0,0,0,1,394,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
932379,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,240,11,0,0,0,0,0,1,238,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,5
932388,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,131,21,0,0,0,0,0,1,124,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,2
932397,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,217,20,0,0,0,0,0,1,216,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,6
932409,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,345,14,0,0,0,0,0,1,344,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
932426,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,181,11,0,0,0,0,0,1,164,1,0,0,0,250,133,1,0,0,0,0,0,0,0,0,0,0,300,3
932478,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,102,13,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
932536,0,0,1,0,0,3476,0,0,0,0,0,1,0,0,1,14,0,0,0,1,0,0,1,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,2
932588,1,0,0,0,0,2259,1,0,0,0,0,0,0,0,220,18,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,1,0,0,0,0,300,5
932919,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,84,7,0,0,0,0,0,1,80,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,4
932992,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,76,19,0,0,0,0,0,1,65,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,1
933054,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,9,21,0,0,0,0,0,1,3,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,5
933433,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,1,21,0,0,0,0,0,1,1,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,3
933459,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,85,10,0,0,0,0,0,1,80,0,0,0,1,250,30,0,0,0,0,0,0,0,0,0,1,0,300,1
933477,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,297,18,0,0,0,0,0,1,276,1,0,0,0,250,20,1,0,0,0,0,0,0,0,0,0,0,300,0
933481,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,241,23,0,0,0,0,0,1,238,1,0,0,0,200,5,0,0,1,0,0,0,0,0,0,0,0,200,4
933653,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,387,2,0,0,0,0,0,1,374,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
933674,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,98,19,0,0,0,0,0,1,94,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,0
933726,1,0,0,0,0,1458,0,0,0,0,0,0,1,0,95,10,1,0,0,0,0,0,94,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
933831,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,53,15,0,0,0,0,0,1,40,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,5
934071,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,163,21,0,0,0,0,0,1,146,1,0,0,0,250,20,1,0,0,0,0,0,0,0,0,0,0,300,6
934080,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,156,14,0,0,0,0,0,1,146,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
934085,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,394,17,0,0,0,0,0,1,394,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,3
934133,0,0,1,0,0,3358,0,0,1,0,0,0,0,0,1,23,0,0,0,0,0,1,1,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,3
934143,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,26,17,0,0,0,0,0,1,15,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,6
934185,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,1,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
934276,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,92,13,0,0,0,0,0,1,80,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,1
934278,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,294,16,0,0,0,0,0,1,276,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,120,6
934279,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,219,5,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,4
934475,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,85,16,0,0,0,0,0,1,80,1,0,0,0,90,5,1,0,0,0,0,0,0,0,0,0,0,728,6
934499,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,216,8,0,0,0,0,0,1,216,0,0,0,1,90,5,0,0,0,0,0,1,0,0,0,0,0,728,1
934684,1,0,0,0,0,2259,0,0,1,0,0,0,0,0,219,17,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,250,1
934691,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,110,15,0,0,0,0,0,1,106,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
934727,1,0,0,0,0,2821,1,0,0,0,0,0,0,0,159,10,0,0,0,0,0,1,146,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,2
934755,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,219,16,0,0,0,0,0,1,216,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
934760,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,280,17,0,0,0,0,0,1,276,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,2
934851,1,0,0,0,0,3386,1,0,0,0,0,0,0,0,167,23,0,0,0,0,0,1,164,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,2
934939,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,301,11,0,0,0,0,0,1,298,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,1,0,960,1
934943,1,0,0,0,0,3358,1,0,0,0,0,0,0,0,186,22,0,0,0,0,0,1,183,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
935151,0,0,0,1,0,2821,0,0,0,0,0,1,0,0,247,20,0,0,0,0,0,1,238,0,0,0,1,250,30,0,0,0,0,0,0,0,0,0,1,0,300,0
935157,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,217,9,0,0,0,0,0,1,216,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,6
935353,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,2,14,0,0,0,0,0,1,2,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,4
935528,0,0,1,0,0,3476,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,0
935695,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,277,10,0,0,0,0,0,1,276,1,0,0,0,200,5,0,0,1,0,0,0,0,0,0,0,0,200,0
935777,1,0,0,0,0,1458,0,0,0,0,0,0,1,0,217,14,1,0,0,0,0,0,216,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,2
935885,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,95,15,0,0,0,0,0,1,94,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,728,4
935906,0,1,0,0,0,3476,1,0,0,0,0,0,0,0,294,20,0,0,0,0,0,1,276,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
936027,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,184,10,0,0,0,0,0,1,183,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,4
936044,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,132,23,0,0,0,0,0,1,124,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,2
936230,0,1,0,0,0,2821,0,0,1,0,0,0,0,0,16,21,0,0,0,0,0,1,15,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,300,0
936280,0,0,1,0,0,2821,1,0,0,0,0,0,0,0,42,20,0,0,0,0,0,1,40,0,0,0,1,250,70,0,0,0,0,0,0,0,1,0,0,0,300,0
936296,1,0,0,0,0,2261,1,0,0,0,0,0,0,0,162,10,0,0,0,0,0,1,146,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,5
936324,1,0,0,0,0,1458,1,0,0,0,0,0,0,0,275,9,0,0,0,0,0,1,275,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,0
936396,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,154,12,0,0,0,0,0,1,146,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,3
936661,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,217,22,0,0,0,0,0,1,216,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,3
936711,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,239,12,0,0,0,0,0,1,238,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
936745,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,95,17,0,0,0,0,0,1,94,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
936749,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,56,20,0,0,0,0,0,1,55,1,0,0,0,90,148,1,0,0,0,0,0,0,0,0,0,0,728,5
936783,0,0,1,0,0,2261,0,0,1,0,0,0,0,0,213,15,0,0,0,0,0,1,201,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,5
936854,0,0,1,0,0,3476,0,0,1,0,0,0,0,0,27,16,0,0,0,0,0,1,27,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
937048,1,0,0,0,0,2259,1,0,0,0,0,0,0,0,219,17,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,0,1,300,0
937152,0,0,1,0,0,3358,0,0,1,0,0,0,0,0,1,23,0,0,0,0,0,1,1,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,3
937294,1,0,0,0,0,3476,1,0,0,0,0,0,0,0,184,11,0,0,0,0,0,1,183,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,6
937318,1,0,0,0,0,2261,0,0,1,0,0,0,0,0,336,11,0,0,0,0,0,1,333,0,0,0,1,90,0,0,0,0,0,0,0,0,1,0,0,0,640,6
937358,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,728,0
937411,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,114,21,0,0,0,0,0,1,106,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,4
937427,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,2,19,0,0,0,0,0,1,2,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,1,0,300,1
937446,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,4,22,0,0,0,0,0,1,3,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
937551,0,0,0,1,0,2821,1,0,0,0,0,0,0,0,62,5,0,0,0,0,0,1,55,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,1
937574,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,299,9,0,0,0,0,0,1,298,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,5
937692,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,309,22,0,0,0,0,0,1,308,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,1
937745,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,309,19,0,0,0,0,0,1,308,1,0,0,0,250,185,0,0,1,0,0,0,0,0,0,0,0,300,2
937774,0,1,0,0,0,2821,1,0,0,0,0,0,0,0,56,21,0,0,0,0,0,1,55,0,0,0,1,600,180,0,0,0,0,0,0,0,0,1,0,0,120,0
937814,1,0,0,0,0,2261,1,0,0,0,0,0,0,0,125,15,0,0,0,0,0,1,124,0,0,0,1,250,0,0,0,0,0,0,0,0,1,0,0,0,300,4
937874,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,165,1,0,0,0,0,0,1,164,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,5
938037,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,227,0,0,0,0,0,0,1,216,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
938052,1,0,0,0,0,3386,0,0,1,0,0,0,0,0,379,21,0,0,0,0,0,1,374,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,2
938101,1,0,0,0,0,3476,0,0,0,0,0,1,0,0,82,7,0,0,0,0,0,1,80,0,0,1,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
938246,0,0,1,0,0,2821,0,0,1,0,0,0,0,0,283,17,0,0,0,0,0,1,276,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
938318,1,0,0,0,0,3358,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,1,15,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,1
938364,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,185,18,0,0,0,0,0,1,183,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
938452,0,1,0,0,0,2821,0,0,1,0,0,0,0,0,2,18,0,0,0,0,0,1,2,0,0,0,1,250,5,0,0,0,0,0,1,0,0,0,0,0,300,0
938507,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
938532,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,208,19,0,0,0,0,0,1,201,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,6
938540,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,277,23,0,0,0,0,0,1,276,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,0
938591,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,125,17,0,0,0,0,0,1,124,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
938677,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,219,12,0,0,0,0,0,1,216,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
938681,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,399,12,0,0,0,0,0,1,374,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,960,2
938702,0,1,0,0,0,3427,0,0,1,0,0,0,0,0,81,8,0,0,0,0,0,1,80,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,4
938936,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,20,17,0,0,0,0,0,1,15,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,3
939175,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,130,19,0,0,0,0,0,1,124,1,0,0,0,600,5,0,1,0,0,0,0,0,0,0,0,0,120,6
939193,0,0,1,0,0,2821,1,0,0,0,0,0,0,0,85,22,0,0,0,0,0,1,80,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,1000,0
939209,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,287,9,0,0,0,0,0,1,276,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,5
939224,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,223,17,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
939473,0,0,1,0,0,3386,0,0,1,0,0,0,0,0,153,14,0,0,0,0,0,1,146,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,6
939481,0,1,0,0,0,3386,1,0,0,0,0,0,0,0,148,14,0,0,0,0,0,1,146,1,0,0,0,90,5,1,0,0,0,0,0,0,0,0,0,0,728,1
939508,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,1,14,0,0,0,0,0,1,1,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,2
939549,0,0,1,0,0,1458,1,0,0,0,0,0,0,0,234,2,0,0,0,0,0,1,216,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
939799,0,0,1,0,0,1458,0,0,1,0,0,0,0,0,254,18,0,0,0,0,0,1,253,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,3
939814,1,0,0,0,0,3476,0,0,1,0,0,0,0,0,184,10,0,0,0,0,0,1,183,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,0
939880,1,0,0,0,0,1458,0,0,1,0,0,0,0,0,95,11,0,0,0,0,0,1,94,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,1
939885,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,79,18,0,0,0,0,0,1,79,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,3
939935,0,1,0,0,0,3386,0,0,1,0,0,0,0,0,251,23,0,0,0,0,0,1,238,1,0,0,0,90,148,1,0,0,0,0,0,0,0,0,0,0,728,4
939963,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,42,7,0,0,0,0,0,1,40,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,3
940066,0,0,1,0,0,3358,1,0,0,0,0,0,0,0,202,23,0,0,0,0,0,1,201,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,3
940067,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,29,22,0,0,0,0,0,1,27,1,0,0,0,90,10,1,0,0,0,0,0,0,0,0,0,0,1000,6
940223,0,1,0,0,0,1458,1,0,0,0,0,0,0,0,236,22,0,0,0,0,0,1,216,1,0,0,0,90,133,1,0,0,0,0,0,0,0,0,0,0,728,6
940257,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,79,3,0,0,0,0,0,1,79,1,0,0,0,90,162,1,0,0,0,0,0,0,0,0,0,0,728,4
940418,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,1,22,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
940524,1,0,0,0,0,3427,0,0,1,0,0,0,0,0,306,20,0,0,0,0,0,1,298,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
940566,0,1,0,0,0,2261,0,0,1,0,0,0,0,0,245,0,0,0,0,0,0,1,238,0,0,0,1,250,5,0,0,0,0,0,1,0,0,0,0,0,300,5
940581,0,1,0,0,0,3358,0,0,1,0,0,0,0,0,142,11,0,0,0,0,0,1,134,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
940637,1,0,0,0,0,3386,0,0,1,0,0,0,0,0,219,23,0,0,0,0,0,1,216,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,6
940697,0,0,0,1,0,2821,0,0,1,0,0,0,0,0,207,18,0,0,0,0,0,1,201,0,0,0,1,250,0,0,0,0,0,0,0,0,0,0,1,0,300,0
940830,0,1,0,0,0,1458,0,0,1,0,0,0,0,0,81,11,0,0,0,0,0,1,80,1,0,0,0,60,5,0,1,0,0,0,0,0,0,0,0,0,468,4
940932,0,0,1,0,0,2259,1,0,0,0,0,0,0,0,217,0,0,0,0,0,0,1,216,0,0,0,1,90,31,0,0,0,0,0,0,0,1,0,0,0,1000,1
941034,0,0,1,0,0,3386,1,0,0,0,0,0,0,0,147,21,0,0,0,0,0,1,146,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
941121,0,0,1,0,0,3427,1,0,0,0,0,0,0,0,190,16,0,0,0,0,0,1,183,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,6
941215,0,1,0,0,0,2259,0,0,1,0,0,0,0,0,223,19,0,0,0,0,0,1,216,0,0,0,1,250,5,0,0,0,0,0,0,0,1,0,0,0,250,1
941364,0,0,1,0,0,2261,0,0,1,0,0,0,0,0,219,11,0,0,0,0,0,1,216,0,0,0,1,600,20,0,0,0,0,0,0,0,1,0,0,0,180,4
941397,1,0,0,0,0,3427,1,0,0,0,0,0,0,0,393,14,0,0,0,0,0,1,393,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,0
941678,0,0,1,0,0,1458,0,0,0,0,0,0,1,0,80,7,0,0,0,1,0,0,80,1,0,0,0,250,20,1,0,0,0,0,0,0,0,0,0,0,300,0
941737,0,1,0,0,0,3476,0,0,1,0,0,0,0,0,52,17,0,0,0,0,0,1,40,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,2
941792,0,0,1,0,0,3427,0,0,1,0,0,0,0,0,168,19,0,0,0,0,0,1,164,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
