adexchange_1,adexchange_2,adexchange_3,adexchange_4,adexchange_null,advertiser,browser_chrome,browser_firefox,browser_ie,browser_maxthon,browser_opera,browser_other,browser_safari,browser_theworld,city,click,hour,os_android,os_ios,os_linux,os_mac,os_other,os_windows,region,slotformat_0,slotformat_1,slotformat_5,slotformat_Na,slotheight,slotprice,slotvisibility_0,slotvisibility_1,slotvisibility_2,slotvisibility_255,slotvisibility_FifthView,slotvisibility_FirstView,slotvisibility_FourthView,slotvisibility_Na,slotvisibility_OtherView,slotvisibility_SecondView,slotvisibility_ThirdView,slotwidth,weekday
0,0,1,0,0,2261,0,0,1,0,0,0,0,0,196,0,16,0,0,0,0,0,1,183,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,980,3
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,67,0,22,0,0,0,0,0,1,65,1,0,0,0,200,4,1,0,0,0,0,0,0,0,0,0,0,200,3
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,90,0,16,0,0,0,0,0,1,80,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,369,0,9,0,0,0,0,0,1,368,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,117,0,15,0,0,0,0,0,1,106,1,0,0,0,90,148,1,0,0,0,0,0,0,0,0,0,0,728,5
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,219,0,15,0,0,0,0,0,1,216,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,6
0,0,1,0,0,2821,1,0,0,0,0,0,0,0,360,0,15,0,0,0,0,0,1,359,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,92,0,13,0,0,0,0,0,1,80,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,98,1,18,1,0,0,0,0,0,94,0,0,0,1,50,6,0,0,0,0,0,1,0,0,0,0,0,320,2
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,96,0,10,0,0,0,0,0,1,94,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,67,0,11,0,0,0,0,0,1,65,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,202,0,12,0,0,0,0,0,1,201,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,1
0,1,0,0,0,2821,1,0,0,0,0,0,0,0,65,0,8,0,0,0,0,0,1,65,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,300,2
0,1,0,0,0,2259,1,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,1,216,0,0,0,1,250,5,0,0,0,0,0,1,0,0,0,0,0,300,5
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,153,0,21,0,0,0,0,0,1,146,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,6
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,1,216,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,950,5
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,1,1,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,960,2
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,233,0,19,0,0,0,0,0,1,216,1,0,0,0,250,10,1,0,0,0,0,0,0,0,0,0,0,300,0
0,1,0,0,0,2821,0,0,1,0,0,0,0,0,97,0,11,0,0,0,0,0,1,94,0,0,0,1,90,5,0,0,0,0,0,1,0,0,0,0,0,728,2
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,146,0,18,0,0,0,0,0,1,146,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,99,0,15,0,0,0,0,0,1,94,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,1
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,118,0,13,0,0,0,0,0,1,106,1,0,0,0,250,39,0,0,1,0,0,0,0,0,0,0,0,250,1
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,233,0,21,0,0,0,0,0,1,216,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,0
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,184,0,1,0,0,0,0,0,1,183,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,1,94,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,250,5
0,1,0,0,0,2261,0,0,1,0,0,0,0,0,135,0,15,0,0,0,0,0,1,134,0,0,0,1,250,5,0,0,0,0,0,0,0,0,1,0,0,250,3
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,60,0,18,0,0,0,0,0,1,55,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,187,0,22,0,0,0,0,0,1,183,1,0,0,0,90,89,1,0,0,0,0,0,0,0,0,0,0,728,3
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,1,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,3
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,309,0,15,0,0,0,0,0,1,308,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,5
1,0,0,0,0,3427,1,0,0,0,0,0,0,0,79,0,1,0,0,0,0,0,1,79,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,5
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,126,0,8,0,0,0,0,0,1,124,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,0
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,178,0,21,0,0,0,0,0,1,164,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,213,0,23,0,0,0,0,0,1,201,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,229,0,23,0,0,0,0,0,1,216,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,950,1
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,5
1,0,0,0,0,2259,1,0,0,0,0,0,0,0,223,0,17,0,0,0,0,0,1,216,0,0,0,1,250,0,0,0,0,0,0,0,0,0,1,0,0,300,6
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,1,15,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,308,0,22,0,0,0,0,0,1,308,1,0,0,0,200,5,0,0,1,0,0,0,0,0,0,0,0,200,6
1,0,0,0,0,1458,0,0,0,0,0,1,0,0,219,0,14,0,0,0,0,1,0,216,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,4
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,12,0,17,0,0,0,0,0,1,3,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,0,1,0,0,1458,0,0,0,0,0,0,0,1,239,0,10,0,0,0,0,0,1,238,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
1,0,0,0,0,1458,1,0,0,0,0,0,0,0,155,0,14,0,0,0,0,0,1,146,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,5
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,28,1,16,0,0,0,0,0,1,27,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,79,1,10,0,0,0,0,0,1,79,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,3
0,1,0,0,0,3476,0,0,1,0,0,0,0,0,1,0,15,0,0,0,0,0,1,1,1,0,0,0,250,16,1,0,0,0,0,0,0,0,0,0,0,250,0
1,0,0,0,0,2821,0,0,1,0,0,0,0,0,169,0,23,0,0,0,0,0,1,164,0,0,0,1,90,0,0,0,0,0,0,1,0,0,0,0,0,950,0
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,397,0,18,0,0,0,0,0,1,183,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,239,0,20,0,0,0,0,0,1,238,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,148,0,22,0,0,0,0,0,1,146,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,4
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,282,0,10,0,0,0,0,0,1,276,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,0
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,219,0,13,0,0,0,0,0,1,216,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,5
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,2,0,11,0,0,0,0,0,1,2,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,0
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,276,0,16,0,0,0,0,0,1,276,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,3
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,3,0,16,0,0,0,0,0,1,3,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,728,0
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,41,0,6,0,0,0,0,0,1,40,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
1,0,0,0,0,3386,0,0,1,0,0,0,0,0,106,0,10,0,0,0,0,0,1,106,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,6
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,178,0,23,0,0,0,0,0,1,164,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,239,0,19,0,0,0,0,0,1,238,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,2
0,1,0,0,0,3476,0,0,1,0,0,0,0,0,219,0,17,0,0,0,0,0,1,216,1,0,0,0,250,32,1,0,0,0,0,0,0,0,0,0,0,300,4
0,1,0,0,0,3358,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,5
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,248,1,23,0,0,0,0,0,1,238,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,202,0,18,0,0,0,0,0,1,201,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,1
0,1,0,0,0,3427,0,0,0,0,0,1,0,0,217,0,12,0,0,0,0,1,0,216,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,0
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,25,0,0,0,0,0,0,0,1,15,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,0
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,42,0,19,0,0,0,0,0,1,40,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,2
1,0,0,0,0,3476,0,0,1,0,0,0,0,0,41,0,11,0,0,0,0,0,1,40,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,2
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,184,0,22,0,0,0,0,0,1,183,1,0,0,0,250,16,1,0,0,0,0,0,0,0,0,0,0,250,5
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,117,0,13,0,0,0,0,0,1,106,1,0,0,0,90,80,1,0,0,0,0,0,0,0,0,0,0,1000,1
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,217,0,22,0,0,0,0,0,1,216,1,0,0,0,250,5,1,0,0,0,0,0,0,0,0,0,0,250,3
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,81,0,15,0,0,0,0,0,1,80,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,0
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,219,0,19,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,98,0,15,1,0,0,0,0,0,94,0,0,0,1,50,22,0,0,0,0,0,1,0,0,0,0,0,320,3
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,161,0,22,0,0,0,0,0,1,146,0,1,0,0,250,0,0,0,0,1,0,0,0,0,0,0,0,300,3
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,191,0,16,0,0,0,0,0,1,183,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,4
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,89,0,15,0,0,0,0,0,1,80,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
0,0,1,0,0,1458,0,0,0,0,0,0,1,0,2,0,15,0,0,0,1,0,0,2,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,1
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,66,0,17,0,0,0,0,0,1,65,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,6
0,0,1,0,0,1458,0,0,1,0,0,0,0,0,217,0,0,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,277,0,20,0,0,0,0,0,1,276,1,0,0,0,90,5,0,1,0,0,0,0,0,0,0,0,0,728,2
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,10,0,15,0,0,0,0,0,1,3,0,1,0,0,250,0,0,0,1,0,0,0,0,0,0,0,0,300,5
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,67,0,15,0,0,0,0,0,1,65,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,275,0,19,0,0,0,0,0,1,275,0,1,0,0,250,0,0,1,0,0,0,0,0,0,0,0,0,300,0
1,0,0,0,0,3358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,1
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,1,3,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,4
0,0,0,1,0,2821,1,0,0,0,0,0,0,0,203,0,19,0,0,0,0,0,1,201,0,0,0,1,90,30,0,0,0,0,0,1,0,0,0,0,0,960,0
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,81,0,15,0,0,0,0,0,1,80,1,0,0,0,60,5,1,0,0,0,0,0,0,0,0,0,0,468,3
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,203,0,18,1,0,0,0,0,0,201,0,0,0,1,50,6,0,0,0,0,0,1,0,0,0,0,0,320,4
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,156,0,7,0,0,0,0,0,1,146,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,960,6
0,1,0,0,0,3386,1,0,0,0,0,0,0,0,219,0,15,0,0,0,0,0,1,216,1,0,0,0,250,5,0,1,0,0,0,0,0,0,0,0,0,300,3
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,29,0,20,0,0,0,0,0,1,27,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,6
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,220,0,11,0,0,0,0,0,1,216,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,728,2
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,99,0,9,0,0,0,0,0,1,94,1,0,0,0,250,70,1,0,0,0,0,0,0,0,0,0,0,300,0
0,1,0,0,0,2821,0,0,1,0,0,0,0,0,79,0,19,0,0,0,0,0,1,79,0,0,0,1,600,5,0,0,0,0,0,0,0,0,1,0,0,160,0
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,247,0,15,0,0,0,0,0,1,238,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,375,0,0,0,0,0,0,0,1,374,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,950,1
1,0,0,0,0,3358,0,0,0,0,0,0,1,0,394,0,0,1,0,0,0,0,0,394,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,5
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,1,3,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,56,0,16,0,0,0,0,0,1,55,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
0,0,1,0,0,3476,0,0,1,0,0,0,0,0,345,0,12,0,0,0,0,0,1,344,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,56,0,1,0,0,0,0,0,1,55,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,4
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,1,1,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,2
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,1,3,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
0,1,0,0,0,1458,0,0,1,0,0,0,0,0,300,0,12,0,0,0,0,0,1,298,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,2
1,0,0,0,0,1458,0,0,0,0,0,0,1,0,107,0,23,1,0,0,0,0,0,106,0,1,0,0,280,0,0,0,0,1,0,0,0,0,0,0,0,336,5
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,334,0,18,0,0,0,0,0,1,333,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,1
1,0,0,0,0,3427,0,0,1,0,0,0,0,0,60,0,1,0,0,0,0,0,1,55,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,5
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,85,0,10,0,0,0,0,0,1,80,1,0,0,0,600,5,0,0,1,0,0,0,0,0,0,0,0,160,0
0,1,0,0,0,3476,1,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,1,216,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,0
0,1,0,0,0,2261,0,0,1,0,0,0,0,0,5,0,12,0,0,0,0,0,1,3,0,0,0,1,90,5,0,0,0,0,0,0,0,0,1,0,0,728,4
1,0,0,0,0,1458,1,0,0,0,0,0,0,0,96,0,21,0,0,0,0,0,1,94,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,5
0,1,0,0,0,3476,0,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,1,80,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,6
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,277,0,23,0,0,0,0,0,1,276,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,0,1,0,0,3476,0,0,0,0,1,0,0,0,282,0,20,0,0,0,0,0,1,276,1,0,0,0,250,70,1,0,0,0,0,0,0,0,0,0,0,300,1
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,240,0,12,0,0,0,0,0,1,238,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,5
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,79,1,0,0,0,0,0,0,1,79,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,5
0,0,0,0,1,2997,0,0,0,0,0,1,0,0,110,0,21,1,0,0,0,0,0,106,0,0,0,1,50,106,0,0,0,0,0,1,0,0,0,0,0,320,4
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,1,164,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,950,2
1,0,0,0,0,1458,0,0,0,0,0,0,1,0,151,0,14,0,0,0,1,0,0,146,0,1,0,0,280,0,0,0,1,0,0,0,0,0,0,0,0,336,2
0,0,1,0,0,3386,0,0,1,0,0,0,0,0,52,0,10,0,0,0,0,0,1,40,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,3427,1,0,0,0,0,0,0,0,85,0,16,0,0,0,0,0,1,80,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,6
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,0,1,1,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,0
0,0,1,0,0,3476,1,0,0,0,0,0,0,0,41,0,18,0,0,0,0,0,1,40,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,379,0,18,0,0,0,0,0,1,374,1,0,0,0,200,16,1,0,0,0,0,0,0,0,0,0,0,200,4
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,231,0,17,0,0,0,0,0,1,216,1,0,0,0,90,50,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,1,124,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,3
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,171,1,17,1,0,0,0,0,0,164,0,0,0,1,50,122,0,0,0,0,0,1,0,0,0,0,0,320,4
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,79,0,21,0,0,0,0,0,1,79,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,3
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,217,0,0,0,0,0,0,0,1,216,1,0,0,0,90,5,0,0,1,0,0,0,0,0,0,0,0,728,4
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,345,0,10,0,0,0,0,0,1,344,1,0,0,0,250,50,1,0,0,0,0,0,0,0,0,0,0,300,0
1,0,0,0,0,1458,1,0,0,0,0,0,0,0,129,0,12,0,0,0,0,0,1,124,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,0
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,81,0,23,0,0,0,0,0,1,80,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,4
0,0,1,0,0,3358,0,0,1,0,0,0,0,0,1,0,23,0,0,0,0,0,1,1,1,0,0,0,90,10,1,0,0,0,0,0,0,0,0,0,0,1000,3
0,1,0,0,0,2821,0,1,0,0,0,0,0,0,184,0,10,0,0,0,0,0,1,183,0,0,0,1,600,148,0,0,0,0,0,0,0,1,0,0,0,120,1
0,0,1,0,0,3427,0,0,1,0,0,0,0,0,254,0,17,0,0,0,0,0,1,253,1,0,0,0,90,20,1,0,0,0,0,0,0,0,0,0,0,1000,6
0,0,1,0,0,2821,0,0,1,0,0,0,0,0,187,0,19,0,0,0,0,0,1,183,0,0,0,1,250,50,0,0,0,0,0,0,0,1,0,0,0,300,0
0,0,1,0,0,2261,0,0,1,0,0,0,0,0,8,0,16,0,0,0,0,0,1,3,0,0,0,1,90,20,0,0,0,0,0,0,0,1,0,0,0,728,3
0,0,0,0,1,2997,0,0,0,0,0,0,1,0,124,0,23,1,0,0,0,0,0,124,0,0,0,1,50,5,0,0,0,0,0,1,0,0,0,0,0,320,4
0,1,0,0,0,3476,0,0,1,0,0,0,0,0,217,0,1,0,0,0,0,0,1,216,1,0,0,0,200,46,0,0,1,0,0,0,0,0,0,0,0,200,6
0,1,0,0,0,3386,0,0,1,0,0,0,0,0,251,0,21,0,0,0,0,0,1,238,1,0,0,0,280,5,0,0,1,0,0,0,0,0,0,0,0,336,6
1,0,0,0,0,3358,1,0,0,0,0,0,0,0,227,0,22,0,0,0,0,0,1,216,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,3
1,0,0,0,0,3386,1,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,1,3,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,4
0,1,0,0,0,1458,1,0,0,0,0,0,0,0,53,0,19,0,0,0,0,0,1,40,1,0,0,0,90,59,1,0,0,0,0,0,0,0,0,0,0,728,2
1,0,0,0,0,3358,0,0,0,0,0,0,1,0,2,0,21,1,0,0,0,0,0,2,0,1,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,950,6
0,0,1,0,0,2259,1,0,0,0,0,0,0,0,217,0,15,0,0,0,0,0,1,216,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,5
1,0,0,0,0,3358,0,0,1,0,0,0,0,0,8,0,22,0,0,0,0,0,1,3,0,1,0,0,600,0,0,0,1,0,0,0,0,0,0,0,0,160,3
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,277,0,15,0,0,0,0,0,1,276,1,0,0,0,250,4,0,0,1,0,0,0,0,0,0,0,0,250,1
0,0,1,0,0,1458,1,0,0,0,0,0,0,0,184,0,12,0,0,0,0,0,1,183,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,5
0,0,1,0,0,2821,0,0,1,0,0,0,0,0,277,0,17,0,0,0,0,0,1,276,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
0,1,0,0,0,3358,0,0,1,0,0,0,0,0,309,0,0,0,0,0,0,0,1,308,1,0,0,0,250,32,1,0,0,0,0,0,0,0,0,0,0,300,1
0,0,1,0,0,3427,1,0,0,0,0,0,0,0,184,1,10,0,0,0,0,0,1,183,1,0,0,0,90,70,1,0,0,0,0,0,0,0,0,0,0,1000,4
0,0,1,0,0,3386,0,1,0,0,0,0,0,0,9,0,21,0,0,0,0,0,1,3,1,0,0,0,90,31,1,0,0,0,0,0,0,0,0,0,0,1000,0
0,1,0,0,0,3427,0,0,1,0,0,0,0,0,219,0,19,0,0,0,0,0,1,216,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,250,2
1,0,0,0,0,3386,1,0,0,0,0,0,0,0,79,0,22,0,0,0,0,0,1,79,0,1,0,0,250,0,1,0,0,0,0,0,0,0,0,0,0,300,6
0,0,1,0,0,2821,0,0,1,0,0,0,0,0,179,1,10,0,0,0,0,0,1,164,0,0,0,1,90,70,0,0,0,0,0,0,0,1,0,0,0,1000,1
1,0,0,0,0,1458,0,0,1,0,0,0,0,0,173,0,13,0,0,0,0,0,1,164,0,1,0,0,90,0,0,1,0,0,0,0,0,0,0,0,0,728,4
0,1,0,0,0,3386,1,0,0,0,0,0,0,0,276,0,22,0,0,0,0,0,1,276,1,0,0,0,250,5,0,0,1,0,0,0,0,0,0,0,0,300,3
